Title,ReleaseDate,Popularity,Budget,Revenue,Director,Genre,IMDBRating,IMDBVotes,BoxOfice,Production
Lora,'25/01/2007',0.005738,0.0,0.0,Gábor Herendi,"Drama, Romance",7.1,481,N/A,N/A
Zoo in Budapest,'28/04/1933',0.032169,0.0,0.0,Rowland V. Lee,"Drama, Romance",6.9,327,N/A,Lasky Productions
Lunik,'18/03/2007',0.010821,0.0,0.0,Gilbert Beronneau,Drama,6.9,25,N/A,N/A
Magical Maestro,'09/02/1952',0.003759,0.0,0.0,Tex Avery,"Family, Animation, Comedy",7.9,818,N/A,N/A
Shoot,'01/01/1991',0.124995,0.0,0.0,Mel Damski,"Crime, Drama",6.4,45,N/A,N/A
Feito Torto pra Ficar Direito,'26/04/2015',0.053436,0.0,0.0,Nilson Villas-Boas,Documentary,N/A,N/A,N/A,N/A
Wild 90,'01/01/1968',0.00247,0.0,0.0,Norman Mailer,"Crime, Drama",3.9,62,N/A,N/A
Il latitante,'01/01/1967',0.020484,0.0,0.0,Daniele D'Anza,N/A,5.4,9,N/A,N/A
Knight Rider 2010,'03/02/1994',0.462107,0.0,0.0,Sam Pillsbury,Sci-Fi,3.1,712,N/A,John Leekley Productions
The Contemplative Films of Oskar Fischinger,'01/12/2004',0.009812,0.0,0.0,Oskar Fischinger,"Animation, Short",7.7,15,N/A,N/A
Little Loopers,'31/03/2015',0.200924,0.0,0.0,Jim Valdez,"Comedy, Family, Sport",6.1,64,N/A,N/A
Models,'18/10/2000',0.010157,0.0,0.0,Mark von Seydlitz,Drama,6.1,53,N/A,N/A
The Lawless Eighties,'31/05/1957',0.147831,0.0,0.0,Joseph Kane,Western,5.7,35,N/A,N/A
Krzyk,'01/04/1983',6e-05,0.0,0.0,Barbara Sass,Drama,6.8,38,N/A,N/A
The Stork's Holiday,'22/10/1943',0.019683,0.0,0.0,George Gordon,"Animation, Short, Comedy",6.3,19,N/A,N/A
Nebilitsi pro Ivana,'01/01/1989',0.132359,0.0,0.0,Boris Ivchenko,"Adventure, Comedy",N/A,N/A,N/A,N/A
Setareh Mishavad,'NaT',1.7e-05,0.0,0.0,Fereydoun Jeyrani,N/A,5.2,23,N/A,N/A
Wife Begins at 40,'28/12/1988',0.012667,0.0,0.0,Harold Snoad,Comedy,N/A,N/A,N/A,N/A
Budd Boetticher: A Man Can Do That,'02/12/2005',0.010536,0.0,0.0,Bruce Ricker,"Documentary, Biography",6.9,110,N/A,Turner Classic Movies (TCM)
The Four Feathers,'20/04/1939',1.835522,0.0,0.0,Zoltan Korda,"Adventure, Drama, Romance",7.6,"4,642",N/A,Criterion Collection
Zlo,'12/04/2012',0.291182,0.0,0.0,Peter Bebjak,Horror,4.9,138,N/A,N/A
Circulation,'07/11/2008',0.0075,0.0,0.0,Ryan Harper,"Action, Fantasy, Horror",4.3,133,N/A,Cinema Epoch
Los materiales,'09/07/2010',0.009562,0.0,0.0,"Javier Fernández Vázquez, Los Hijos, Luis López Carrasco, Natalia Marín Sancho","Documentary, Mystery",6.5,17,N/A,N/A
Snowchild,'NaT',0.000413,0.0,0.0,Uta Arning,"Comedy, Drama",7.0,11,N/A,N/A
Die Liebe hat das letzte Wort,'02/07/2004',0.005796,0.0,0.0,Ariane Zeller,Comedy,3.3,8,N/A,N/A
Rasputin and the Empress,'24/03/1932',0.038346,0.0,0.0,"Richard Boleslawski, Charles Brabin","Biography, Drama, History",6.7,627,N/A,Warner Bros.
Cool Air,'03/11/2006',0.009722,1.0,0.0,Albert Pyun,Horror,6.0,786,N/A,N/A
Buurman & Buurman Deel 4,'17/05/2006',0.020838,0.0,0.0,N/A,Animation,7.8,15,N/A,N/A
Juno,'05/12/2007',4.734644,7500000.0,231411584.0,Jason Reitman,"Comedy, Drama",7.5,"437,580","$143,380,890",Fox Searchlight
Monsignor,'22/10/1982',0.19223,0.0,0.0,Frank Perry,"Crime, Drama, War",5.0,724,N/A,20th Century Fox Film Corporation
Chulas Fronteras,'30/12/1976',0.4,0.0,0.0,Les Blank,"Documentary, Music",7.5,82,N/A,Brazos Films
The Spy Killer,'11/11/1969',0.113377,0.0,0.0,Roy Ward Baker,"Action, Drama",6.2,55,N/A,N/A
Club Dread,'27/02/2004',0.871267,8500000.0,5001655.0,Jay Chandrasekhar,"Comedy, Horror, Thriller",5.7,"24,803","$4,559,739",Fox Searchlight Pictures
La quintrala,'20/01/1955',0.005312,0.0,0.0,Hugo del Carril,"Biography, Drama",7.4,39,N/A,N/A
Szvo,'01/01/2015',0.1606,0.0,0.0,Ken Eeraerts,"Short, Romance",N/A,N/A,N/A,N/A
La montagne magique,'08/07/2015',0.298542,0.0,0.0,Andreï Schtakleff,Documentary,N/A,N/A,N/A,N/A
Way Past Cool,'01/01/2000',0.014052,0.0,0.0,Adam Davidson,Drama,6.1,43,N/A,N/A
S.O.S.,'11/03/1932',0.004154,0.0,0.0,Dave Fleischer,"Animation, Short, Comedy",7.1,92,N/A,N/A
Head of Procession Including Bluejackets,'NaT',0.004233,0.0,0.0,Robert W. Paul,"Documentary, Short",4.5,36,N/A,N/A
Om Natten,'NaT',0.00699,0.0,0.0,"Einar Bodström, David Dworsky","Documentary, Drama",8.6,16,N/A,N/A
Bharat Bhagya Vidhata,'01/01/2002',0.00375,0.0,0.0,Ashok Tyagi,"Action, Adventure, Thriller",5.9,9,N/A,N/A
Die Bubi Scholz Story,'24/05/1998',0.014777,0.0,0.0,Roland Suso Richter,Biography,6.9,107,N/A,N/A
Les anges de Port Bou,'28/05/2011',0.016875,0.0,0.0,Vladimir Léon,Drama,7.9,9,N/A,N/A
Kust tuleb tolm ja kuhu kaob raha,'16/09/2013',0.020641,0.0,0.0,Tiit Ojasoo,"Documentary, Action, Comedy",8.1,10,N/A,N/A
Interview,'28/05/2003',0.011655,0.0,0.0,Theo van Gogh,Drama,7.0,"1,406",N/A,N/A
Portrait of Wally,'11/05/2012',0.035684,0.0,0.0,Andrew Shea,"Documentary, History, News",6.8,57,N/A,Seventh Art Releasing
The Night Shift,'25/10/2011',0.013125,0.0,0.0,Thomas Smith,"Adventure, Comedy, Fantasy",5.4,54,N/A,Fighting Owl Films
Primero De Enero,'01/01/2014',0.0225,0.0,0.0,Erika Bagnarello,"Drama, Family",6.6,14,N/A,N/A
Tutti a squola,'01/09/1979',0.000135,0.0,0.0,Pier Francesco Pingitore,"Comedy, Musical",4.5,61,N/A,N/A
Records Collecting Dust,'09/01/2015',0.135818,0.0,0.0,Jason Blackmore,Documentary,6.2,42,N/A,N/A
Chakra,'01/01/1972',0.00243,0.0,0.0,Jordan Belson,Short,6.9,14,N/A,N/A
Trick or Cheat,'NaT',0.0081,0.0,0.0,Howard Post,"Animation, Short",N/A,N/A,N/A,N/A
Potkal jsem ho v ZOO,'01/01/1994',0.001875,0.0,0.0,Drahomíra Králová,Family,6.2,25,N/A,N/A
A Band of Rogues,'28/09/2012',0.0153,0.0,0.0,T Jara Morgan,"Adventure, Drama, Music",7.3,15,N/A,N/A
Gravestoned,'03/11/2009',0.014496,0.0,0.0,Michael McWillie,Horror,2.2,152,N/A,Painted Pictures LLC
Downdraft,'04/08/1996',0.201568,0.0,0.0,Michael Mazo,"Action, Drama, Sci-Fi",4.0,87,N/A,Republic Pictures Home Video
Rent-a-Girl,'15/10/1965',0.00377,0.0,0.0,William Rose,Drama,4.5,71,N/A,N/A
The Violent Enemy,'01/05/1967',0.001984,0.0,0.0,Don Sharp,"Crime, Drama",6.9,45,N/A,N/A
Sunday,'18/10/2016',0.228911,0.0,0.0,James Savoca,"Short, Drama",N/A,N/A,N/A,N/A
Women's Prison,'01/02/1955',0.009783,0.0,0.0,Lewis Seiler,"Crime, Drama, Film-Noir",6.5,526,N/A,N/A
The Ghost Rider,'02/04/1943',0.014547,0.0,0.0,Wallace Fox,"Action, Adventure, Romance",6.5,15,N/A,N/A
Overtime,'02/07/2014',0.098818,0.0,0.0,"Earl Ignacio, Wincy Aquino Ong","Action, Crime, Thriller",N/A,N/A,N/A,N/A
Great Adventurers: Ernest Shackleton: To the End of the Earth,'01/01/1999',0.002063,0.0,0.0,Chris Gormlie,Documentary,7.2,6,N/A,N/A
Darbe,'31/07/2015',0.057159,0.0,0.0,"Yasin Uslu, Yeliz Gurkan",Mystery,3.5,216,N/A,N/A
Tal Farlow,'01/01/1958',0.009455,0.0,0.0,Len Lye,Short,6.6,54,N/A,N/A
Evidence of Blood,'13/04/1998',0.258803,0.0,0.0,Andrew Mondshein,"Drama, Mystery, Thriller",6.7,"1,087",N/A,Orion Home Video
Piratas en el Callao,'24/02/2005',0.008472,500000.0,700000.0,Eduardo Schuldt,Animation,4.4,116,N/A,N/A
Skid Row: Oh Say Can You Scream,'04/12/1990',0.0018,0.0,0.0,Jean Pellerin,Music,8.3,27,N/A,N/A
Rise Like Lions,'12/10/2011',0.013125,0.0,0.0,Scott Noble,Documentary,8.1,9,N/A,N/A
Spook Town,'03/06/1944',0.001875,0.0,0.0,Elmer Clifton,"Action, Adventure, Comedy",5.7,21,N/A,Producers Releasing Corporation
Laramie Inside Out,'23/06/2004',0.003937,0.0,0.0,Beverly Seckinger,Documentary,7.3,12,N/A,N/A
Lia,'12/10/2015',nan,3500000.0,0.0,Arianna Del Grosso,Short,N/A,N/A,N/A,N/A
Ossessione fatale,'16/12/1991',0.485636,0.0,0.0,Joe D'Amato,Thriller,4.7,51,N/A,N/A
311: Enlarged to Show Detail,'05/12/1996',0.002173,0.0,0.0,"Mark Kohr, Jay Papke, Josh Taft","Documentary, Music",8.6,35,N/A,N/A
Leaves of Grass,'13/09/2009',1.712745,9000000.0,985117.0,Tim Blake Nelson,"Comedy, Crime, Drama",6.5,"24,781","$68,009",First Look Studios
Love to See,'01/01/2014',0.028117,0.0,0.0,"Jan Roosens, Raf Roosens","Short, Drama, Romance",N/A,N/A,N/A,N/A
Retzell 73,'NaT',0.00144,200.0,0.0,"Simon Micael Berggren, Mats Kejonen",Horror,N/A,N/A,N/A,N/A
Ala Bala Nica,'14/11/2011',0.018815,400.0,0.0,"Vahagn Khachatryan, Arman Marutyan",Comedy,6.1,105,N/A,N/A
El consenso,'27/01/1980',0.002025,0.0,0.0,Javier Aguirre,Comedy,4.1,18,N/A,N/A
Bad Black,'25/09/2016',0.098865,0.0,0.0,Nabwana I.G.G.,Action,8.5,71,N/A,N/A
Buzz One Four,'15/02/2017',0.163578,0.0,0.0,Matt McCormick,"Documentary, Biography, History",N/A,N/A,N/A,N/A
Not of This Earth,'05/09/1995',0.156911,0.0,0.0,Terence H. Winkless,Sci-Fi,5.2,342,N/A,Concorde-New Horizons
Il ginecologo della mutua,'13/09/1977',0.037287,0.0,0.0,Joe D'Amato,Comedy,4.6,119,N/A,N/A
Sinceridad,'19/07/2010',0.159615,0.0,0.0,Paco Caballero,"Short, Comedy",6.7,9,N/A,N/A
The Pick-Axe Murders Part III: The Final Chapter,'03/05/2014',0.200426,0.0,0.0,Jeremy Sumrall,Horror,N/A,N/A,N/A,N/A
The Mysterious Pilot,'09/12/1937',0.09525,0.0,0.0,Spencer Gordon Bennet,"Action, Adventure, Crime",3.9,46,N/A,N/A
REM: This Film Is On,'24/09/1991',0.0675,0.0,0.0,"Peter Care, Jem Cohen, Katherine Dieckmann, James Herbert, Sharon Maguire, Beth McCarthy-Miller, Jim McKay, Jeff Preiss",Music,8.2,80,N/A,N/A
The History of Hardcore,'06/06/2002',0.00563,0.0,0.0,Martin Morrison,N/A,7.1,27,N/A,N/A
Nur nicht aufregen!,'19/05/2016',0.147585,0.0,0.0,Thomas Jahn,Comedy,6.8,23,N/A,N/A
Catene invisibili,'01/04/1942',0.082971,0.0,0.0,Mario Mattoli,N/A,5.4,8,N/A,N/A
The First Circle,'25/02/1992',3.2e-05,0.0,0.0,Sheldon Larry,Thriller,7.0,66,N/A,N/A
Yankee Zulu,'01/12/1993',0.591917,0.0,0.0,Gray Hofmeyr,"Comedy, Drama",6.5,"1,273",N/A,N/A
Mala,'13/02/2013',0.203592,1500000.0,0.0,Antonio Terrazas,"Short, Drama",N/A,N/A,N/A,N/A
Thomas & Friends: Pop Goes Thomas,'01/03/2011',0.056118,0.0,0.0,Greg Tiernan,Animation,5.7,104,N/A,N/A
Land Shark,'27/06/2017',0.501163,0.0,0.0,Mark Polonia,"Action, Horror, Thriller",2.5,34,N/A,N/A
Boss'n Up,'05/08/2005',0.006261,0.0,0.0,Dylan C. Brown,"Musical, Drama",4.9,625,N/A,Code Black Entertainment
A Drive with Linnea and Donald,'15/08/2008',0.00753,0.0,0.0,Scott Shaw,"Short, Mystery",N/A,N/A,N/A,N/A
Dr. Jekyll and Mr. Mouse,'14/06/1947',0.089031,0.0,0.0,"Joseph Barbera, William Hanna","Family, Animation, Comedy",7.9,"1,027",N/A,N/A
Chetna,'17/11/1970',5e-06,0.0,0.0,B.R. Ishara,Drama,6.7,18,N/A,N/A
Sword of Sherwood Forest,'26/12/1960',0.628133,0.0,0.0,Terence Fisher,"Adventure, Drama, History",6.3,839,N/A,Hammer Films
Nunsense,'01/01/1993',0.000355,0.0,0.0,"Dan Goggin, David Stern","Comedy, Musical",7.7,127,N/A,N/A
Wake the Fuck Up,'27/09/2012',0.29205,0.0,0.0,"Kitao Sakurai, Boaz Yakin",Short,7.1,16,N/A,N/A
Guerra Civil,'27/04/2010',0.021092,0.0,0.0,Pedro Caldas,Drama,6.4,66,N/A,N/A
The Kiss,'NaT',0.005486,0.0,0.0,William Heise,"Short, Romance",5.9,"2,054",N/A,N/A
La ruelle au clair de lune,'10/11/1988',0.00108,0.0,0.0,Edouard Molinaro,Drama,6.3,7,N/A,N/A
Contortionist,'NaT',0.002823,0.0,0.0,Robert W. Paul,Short,3.6,5,N/A,N/A
Into the Wake,'01/04/2012',0.013135,0.0,0.0,John Mossman,Action,6.9,18,N/A,Diesel Brothers Films
The Fox Hunt,'20/11/1931',0.037895,12434.0,0.0,Wilfred Jackson,"Animation, Short, Comedy",6.2,114,N/A,N/A
The Greeks Had a Word for Them,'03/02/1932',0.183276,0.0,0.0,Lowell Sherman,Comedy,6.4,260,N/A,N/A
Mag-ingat ka sa... Kulam,'30/09/2008',0.016586,0.0,0.0,Jun Lana,"Drama, Horror, Thriller",6.6,33,N/A,N/A
Fibs,'07/11/2014',0.031729,0.0,0.0,James Sharpe,"Short, Drama",N/A,N/A,N/A,N/A
In Search of Bigfoot,'01/06/1976',5e-06,0.0,0.0,"Lawrence Crowley, William F. Miller",Documentary,5.5,45,N/A,N/A
Girlhood,'13/10/2003',0.004855,0.0,0.0,Liz Garbus,"Documentary, Crime",7.3,501,N/A,Wellspring Media
Felix und der Wolf,'31/07/1988',0.000108,0.0,0.0,Evelyn Schmidt,"Adventure, Crime, Family",6.2,8,N/A,N/A
The Healer,'14/06/1935',0.10848,0.0,0.0,Reginald Barker,Drama,6.0,35,N/A,Monogram
The Mine,'15/08/2013',0.760371,0.0,0.0,Andrew Stengele,"Short, Adventure",N/A,N/A,N/A,N/A
Micky Flanagan: Live - The Out Out Tour,'14/11/2011',0.038387,0.0,0.0,Brian Klein,Comedy,7.8,359,N/A,N/A
Friends & Crocodiles,'25/02/2006',0.546441,0.0,0.0,Nicole Holofcener,"Comedy, Drama, Romance",5.8,"20,940",N/A,N/A
Cult of the Crystal Skull,'22/04/2014',0.024375,0.0,0.0,Aaron R. Thomas,Action,N/A,N/A,N/A,N/A
Assault,'15/04/2007',0.005626,0.0,0.0,Kazik Radwanski,"Short, Drama",7.2,41,N/A,N/A
Andhadhi,'09/10/2015',0.134645,0.0,0.0,Ramesh Venkatraman,Mystery,5.5,17,N/A,N/A
The Deputy,'23/02/2004',0.005688,0.0,0.0,Patrick Lau,Drama,7.9,52,N/A,N/A
The Lost Daughter,'11/03/1997',0.214995,0.0,0.0,Roger Cardinal,Drama,6.2,49,N/A,N/A
Jotai Zangyakuzu,'28/10/1967',0.405534,0.0,0.0,Masanao Sakao,N/A,N/A,N/A,N/A,N/A
De medeminaars,'19/06/1913',0.002122,0.0,0.0,Alfred Machin,N/A,6.0,6,N/A,N/A
Una spada per Brando,'14/05/1970',0.005683,0.0,0.0,Alfio Caltabiano,"Adventure, Horror, Mystery",4.5,27,N/A,N/A
Crow Moon,'NaT',0.0,0.0,0.0,Selina Wagner,"Animation, Short",6.9,14,N/A,N/A
Changes,'01/09/1970',0.0,0.0,0.0,Gerard Damiano,"Documentary, Adult",7.7,15,N/A,N/A
Granny's Got Game,'01/01/2013',0.016875,0.0,0.0,Angela Alford,"Documentary, Family, Sport",8.7,9,N/A,FilmBuff
Bewakoofiyaan,'14/03/2014',0.039825,0.0,0.0,Nupur Asthana,"Comedy, Drama, Romance",5.5,"2,830",N/A,Yash Raj Films
Yarasa adam - Bedmen,'26/04/1973',0.0135,0.0,0.0,Günay Kosova,"Action, Adventure",4.0,129,N/A,N/A
The Ceremony,'18/12/1963',0.534758,0.0,0.0,Laurence Harvey,"Crime, Drama",5.7,80,N/A,United Artists
Die Legende vom heiligen Trinker,'10/04/1963',0.009458,0.0,0.0,Franz Josef Wild,Drama,8.9,19,N/A,N/A
Taras Bulba,'02/04/2009',0.269591,25000000.0,16815892.0,Vladimir Bortko,"Action, Drama, History",5.8,"2,261",N/A,Entertainment One
The Beholder,'26/05/1983',1e-06,0.0,0.0,Chris Sullivan,Animation,N/A,N/A,N/A,N/A
Henri Matisse,'16/04/1946',0.002074,0.0,0.0,François Campaux,"Documentary, Short",N/A,N/A,N/A,N/A
Husbands and Wives,'18/09/1992',0.839889,0.0,0.0,Woody Allen,"Comedy, Drama, Romance",7.6,"22,965",N/A,Sony Pictures Home Entertainment
The Office Picnic,'17/11/1972',0.00027,0.0,0.0,Tom Cowan,"Comedy, Drama",6.8,11,N/A,N/A
Der Heiratsschwindler heiratet,'20/03/1966',0.002824,0.0,0.0,Wolfgang Spier,Comedy,N/A,N/A,N/A,N/A
Anjaneya,'05/05/2003',0.003767,500000.0,500000.0,N. Maharajan,"Action, Crime, Drama",3.9,169,N/A,N/A
Vandae Maatharam,'10/09/2010',0.027318,2400000.0,1600000.0,T. Aravind,Action,5.0,7,N/A,N/A
Palm Swings,'24/06/2017',1.991919,0.0,0.0,Sean Hoessli,"Comedy, Drama, Romance",N/A,N/A,N/A,Code Blue Pictures
See You Around,'11/11/2015',0.077177,0.0,0.0,Oren Brimer,"Short, Comedy",N/A,N/A,N/A,N/A
Laggies,'25/09/2014',2.202867,0.0,1066981.0,Lynn Shelton,"Comedy, Drama, Romance",6.4,"34,599",N/A,A24 Films
Killer Joe,'10/09/2011',0.850692,10000000.0,3665069.0,William Friedkin,"Crime, Drama, Thriller",6.7,"62,940","$1,800,000",Independent Pictures
Taking the Plunge,'26/05/2015',0.128123,0.0,0.0,A.M. Greene,"Documentary, Short",N/A,N/A,N/A,N/A
Vixens of Bandelero,'01/01/1993',0.041093,0.0,0.0,Manny Esquivel,N/A,N/A,N/A,N/A,N/A
Masti,'09/04/2004',0.006568,0.0,0.0,Indra Kumar,"Comedy, Crime, Mystery",6.2,"4,675","$162,687",Ultra
School Of Surrender,'05/05/2005',0.065658,0.0,0.0,Lloyd A. Simandl,Action,5.9,30,N/A,N/A
You Can't Win 'Em All,'23/07/1970',0.176346,0.0,0.0,Peter Collinson,"Action, Adventure, Comedy",6.2,807,N/A,N/A
Les ailes de Johnny May,'03/09/2014',0.052142,0.0,0.0,Marc Fafard,Documentary,N/A,N/A,N/A,N/A
Tarzan Goes to India,'01/07/1962',0.002047,0.0,0.0,John Guillermin,"Action, Adventure",5.5,352,N/A,MGM
Tierra de todos,'22/03/1962',0.002064,0.0,0.0,Antonio Isasi-Isasmendi,"Drama, War",4.5,6,N/A,N/A
I Cover the Underworld,'19/05/1955',0.267048,0.0,0.0,R.G. Springsteen,"Crime, Drama",5.7,13,N/A,N/A
Chew-Chew Baby,'04/02/1945',0.007286,0.0,0.0,Shamus Culhane,"Family, Animation, Short",6.8,74,N/A,N/A
The Something,'NaT',0.394092,0.0,0.0,Rodney Rothman,"Animation, Comedy, Sci-Fi",N/A,N/A,N/A,Point Grey Pictures
Frau Berta Garlan,'01/01/1989',6e-05,0.0,0.0,Peter Patzak,Drama,7.1,9,N/A,N/A
The Young Graduates,'02/06/1971',0.0,0.0,0.0,Robert Anderson,Drama,4.8,87,N/A,Lionsgate
Cheerfu11y,'NaT',0.0,0.0,0.0,Shô Tsukikawa,Drama,2.8,8,N/A,N/A
Cecilia Bartoli: The Barcelona Concert,'09/02/2008',0.005625,0.0,0.0,Michael Sturminger,"Documentary, Music",6.6,7,N/A,N/A
Care Bears: Flower Power,'07/06/2011',0.02016,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A
Sharma and Beyond,'01/01/1984',0.0,0.0,0.0,Brian Gilbert,Drama,7.2,24,N/A,MGM Home Entertainment
Satellites & Meteorites,'01/01/2008',0.012306,0.0,0.0,Rick Larkin,Romance,7.3,59,N/A,N/A
Anton,'09/02/1996',0.002338,0.0,0.0,Aage Rais-Nordentoft,"Family, Drama",6.8,86,N/A,N/A
In Between,'01/01/1991',0.00112,0.0,0.0,Thomas Constantinides,"Comedy, Drama, Fantasy",6.9,55,N/A,N/A
The Dream Team,'07/04/1989',1.505749,0.0,28890240.0,Howard Zieff,"Comedy, Crime, Thriller",6.5,"10,680",N/A,MCA Universal Home Video
Soltanto un bacio,'14/05/1942',0.001875,0.0,0.0,Giorgio Simonelli,N/A,N/A,N/A,N/A,N/A
Rah Rah Ruckus,'04/05/1964',0.002081,0.0,0.0,Paul J. Smith,"Animation, Short",3.7,7,N/A,N/A
Bangarada Hoovu,'01/01/1967',0.001882,0.0,0.0,Arasukumar,N/A,N/A,N/A,N/A,N/A
Face of a Stranger,'29/12/1991',0.166512,0.0,0.0,Claudia Weill,Drama,7.1,111,N/A,Linda Gottlieb Productions
Kounterfeit,'15/11/1996',0.42695,0.0,0.0,John Asher,"Action, Crime, Thriller",4.6,287,N/A,Live Home Video
Minsan May Isang Puso,'09/05/2001',0.006465,0.0,0.0,Jose Javier Reyes,Drama,N/A,N/A,N/A,N/A
Hooch,'02/09/1977',0.001201,0.0,0.0,Edward Mann,Comedy,6.7,17,N/A,N/A
Flip the Script,'10/06/2005',0.004236,0.0,0.0,Terrah Bennett Smith,Comedy,6.3,73,N/A,Code Black Entertainment
Never Forget,'08/04/1991',8.9e-05,0.0,0.0,Joseph Sargent,"Drama, History",7.0,217,N/A,Turner Home Entertainment
Battal Gazi geliyor,'01/01/1955',0.00336,0.0,0.0,Sami Ayanoglu,Adventure,7.2,79,N/A,N/A
Farmer Al Falfa's 20th Anniversary,'27/11/1936',0.001972,0.0,0.0,"Mannie Davis, George Gordon","Animation, Short",N/A,N/A,N/A,N/A
Breath,'01/01/2017',0.861026,0.0,0.0,Simon Baker,"Drama, Sport",N/A,N/A,N/A,Bleecker Street / Participant Media.
Perfect Little Angels,'15/06/1998',0.040127,0.0,0.0,Timothy Bond,"Action, Drama, Family",5.6,353,N/A,N/A
Tops,'01/01/1969',0.001962,0.0,0.0,"Charles Eames, Ray Eames","Documentary, Short",8.3,39,N/A,N/A
The Strange World of Planet X,'04/03/1958',0.122378,0.0,0.0,Gilbert Gunn,"Drama, Sci-Fi, Horror",4.9,665,N/A,N/A
Crooks in Cloisters,'01/01/1964',0.166943,0.0,0.0,Jeremy Summers,"Comedy, Crime",5.6,244,N/A,Warner Bros.
Twilight in Volterra,'01/01/2013',0.016875,0.0,0.0,Jason Brown,N/A,5.0,8,N/A,N/A
Jersey Shore Massacre,'22/08/2014',0.451817,1400000.0,0.0,Paul Tarnopol,"Comedy, Horror",2.9,958,N/A,Attack Entertainment
Lathos ston erota,'01/08/1961',0.001882,0.0,0.0,Hristos Kyriakopoulos,"Comedy, Romance",5.1,6,N/A,N/A
Domar el tiempo,'NaT',0.25,0.0,0.0,Ángel Estrada Soto,"Documentary, Biography, Family",N/A,N/A,N/A,N/A
Ein Engel und Paul,'01/01/2002',0.022821,0.0,0.0,Manfred Stelzer,"Drama, Romance",4.8,23,N/A,N/A
Knuckle Game,'01/01/2006',0.005625,0.0,0.0,"Ernest Dancy, Shaan Davis","Action, Drama, Mystery",5.3,21,N/A,N/A
Nowhere place,'01/07/2014',0.050292,0.0,0.0,Susanne Opstal,"Documentary, Short",N/A,N/A,N/A,N/A
The Road to Paradise,'06/12/1915',0.007001,0.0,0.0,Otis Turner,"Adventure, Short",N/A,N/A,N/A,N/A
The Bad Son,'20/05/2007',0.048686,0.0,0.0,Neill Fearnley,"Action, Crime, Drama",5.6,179,N/A,N/A
Ridicule,'09/05/1996',0.672348,3000000.0,2503829.0,Patrice Leconte,"Comedy, Drama, Romance",7.5,"6,221",N/A,Miramax
Pilotinnen,'06/08/1995',0.001877,0.0,0.0,Christian Petzold,Drama,6.9,41,N/A,N/A
Itihaas,'01/01/1997',0.003165,0.0,0.0,Raj Kanwar,"Action, Drama, Romance",3.3,206,N/A,N/A
Flight of the Navigator,'30/07/1986',2.086767,0.0,18564613.0,Randal Kleiser,"Adventure, Family, Sci-Fi",6.9,"36,453",N/A,Walt Disney Productions
Gone Are the Days!,'09/08/1963',0.922764,0.0,0.0,Nicholas Webster,"Comedy, Drama",6.6,114,N/A,N/A
Korean Alphabet,'12/05/1967',0.001875,0.0,0.0,Kim In Tae,"Short, Animation",5.4,17,N/A,N/A
Angel's Dance,'01/01/1999',0.010205,0.0,0.0,David L. Corley,"Action, Comedy, Crime",6.2,"1,219",N/A,York
Papa's Day of Rest,'08/12/1951',0.002777,0.0,0.0,Mannie Davis,"Animation, Short",N/A,N/A,N/A,N/A
Left Behind,'01/01/1994',0.002063,0.0,0.0,Marjonneke Joanne Tjerkstra,Documentary,2.7,12,N/A,N/A
The Do-Deca-Pentathlon,'06/07/2012',1.310696,0.0,0.0,"Jay Duplass, Mark Duplass",Comedy,6.0,"1,509","$10,000",20th Century Fox
The Garage,'11/01/1920',0.006813,0.0,0.0,Roscoe 'Fatty' Arbuckle,"Short, Comedy",6.8,890,N/A,N/A
Meins,'21/07/2006',0.01391,0.0,0.0,Suntje Freier,"Short, Comedy, Romance",6.2,13,N/A,N/A
Rag and Bone,'01/01/1998',0.002976,0.0,0.0,James D. Parriott,"Crime, Drama, Mystery",5.3,156,N/A,N/A
Mr. Jones,'08/10/1993',0.279599,0.0,0.0,Mike Figgis,"Drama, Romance",5.8,"5,874",N/A,Sony Pictures Home Entertainment
D.L. Hughley: Clear,'01/04/2014',0.345363,0.0,0.0,Jay Chapman,Comedy,6.9,121,N/A,N/A
Tibet: Beyond Fear,'20/03/2008',0.00753,0.0,0.0,Michael Perlman,Documentary,N/A,N/A,N/A,Passion River Films
L'Incoronazione di Poppea,'01/12/1979',6e-06,0.0,0.0,Jean-Pierre Ponnelle,"Music, Drama",8.9,27,N/A,N/A
Dido & Aeneas,'27/10/1995',0.006326,0.0,0.0,Barbara Willis Sweete,N/A,6.4,26,N/A,N/A
Manic Street Preachers Live from Cardiff Castle,'05/06/2015',0.046859,0.0,0.0,James Russell,Music,N/A,N/A,N/A,N/A
Vox Lumiere: The Hunchback of Notre Dame,'12/09/2008',0.0075,0.0,0.0,Michael King,Music,6.7,7,N/A,N/A
Superstar: The Life and Times of Andy Warhol,'18/07/1990',0.00048,0.0,0.0,Chuck Workman,"Documentary, Biography",7.1,285,N/A,Aries Cinematográfica Argentina
14,'01/01/2015',0.030003,0.0,0.0,Andrey Zaytsev,Drama,6.9,711,N/A,N/A
Michael Bolton - Live At The Royal Albert Hall,'06/05/2010',0.022065,0.0,0.0,Chris Cowey,Music,8.6,5,N/A,N/A
The Prodigal,'14/10/1983',0.178599,0.0,0.0,James F. Collier,Drama,6.7,72,N/A,Worldwide
